path,family,role,status,note,format,mode,width,height,bytes,has_transparency,transparent_margins_ltrb,alpha_touches_edges,alpha_bbox,sha256,error
public/brand-kit-icon-sheets/subject-icons-atlas.png,brand-kit curriculum icons,reference sheet / atlas,REFERENCE ONLY,Use to select or compare assets; do not flatten interactive UI from it.,PNG,RGBA,1536,1024,2159243,True,"[44, 119, 50, 117]",[],"[44, 119, 1486, 907]",745588465d6689d916a584ee379985b39b9bca77ba66915f2c16e61a9c460ca1,
public/brand-kit-icon-sheets/subject-icons-keyed.png,brand-kit curriculum icons,reference sheet / atlas,REFERENCE ONLY,Use to select or compare assets; do not flatten interactive UI from it.,PNG,RGB,1536,1024,2686792,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 1536, 1024]",0a6e017372943d72140b62ca540978f01355c182cd1592353cb66c4029848763,
public/core-material-sheets-v1/01-fabric-material-palette-sheet.png,core material review sheets,curriculum / classroom icon,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,3200,2700,6317933,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 3200, 2700]",bba4a2a1241ba3874e52359cf56ada998e3088110ddc4b438ec9f8a2ea6bf078,
public/core-material-sheets-v1/02-construction-paper-palette-sheet.png,core material review sheets,curriculum / classroom icon,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,3200,2700,8046535,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 3200, 2700]",a895634a2b0ad7eab3868f13084fd57ec06e79808850cf3d01c26406907260cf,
public/core-material-sheets-v1/03-realistic-felt-stitch-border-sheet.png,core material review sheets,curriculum / classroom icon,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,3200,2700,8533837,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 3200, 2700]",253acc35301974b7eb3439aa2fc85d385d3514a81e88ba7c208a4ceaa66ea25b,
public/core-material-sheets-v1/04-felt-stitched-button-sheet.png,core material review sheets,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGB,3200,2700,4309102,False,"[0, 0, 0, 0]","['left', 'top', 'right', 'bottom']","[0, 0, 3200, 2700]",8a18b51c89e431a7333143196647cf5e0eb323181c5c464c0c8bf6ec5547da78,
public/design-assets/blank-felt-patches-v1/blank-felt-patches-all-colors-all-shapes.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,4800,2400,4599569,True,"[40, 141, 33, 132]",[],"[40, 141, 4767, 2268]",856d0fd6add07c919917dd7a83b34d13b7ee4b6f5b6c41546d24a0ee73731021,
public/design-assets/blank-felt-patches-v1/blank-felt-patches-circles.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,2400,2400,3227213,True,"[71, 73, 61, 61]",[],"[71, 73, 2339, 2339]",b6c96f7dc32c9b0b40983d0fea6abfb9650eca0019713affcda1f9559fdd6a65,
public/design-assets/blank-felt-patches-v1/blank-felt-patches-rectangles.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,2400,2400,2795319,True,"[50, 131, 50, 107]",[],"[50, 131, 2350, 2293]",3a11e12a72bc5921e6d892dde12bfe161cfc953650c36289bcd7928915212d69,
public/design-assets/blank-felt-patches-v1/blank-felt-patches-squares.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,2400,2400,3403563,True,"[71, 72, 61, 60]",[],"[71, 72, 2339, 2340]",7a3c850db51cdeb8cfb2f9d66dbe0b715ecb6d86da45d8bb8bc320afed1e6b21,
public/design-assets/blank-felt-patches-v1/individual-patches/01-old-macdonald-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,164476,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",695e7f38e5a945bc19bfcf048924d55db30fd07b9cf06c7cfe194cd13ee4ff1b,
public/design-assets/blank-felt-patches-v1/individual-patches/01-old-macdonald-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,150163,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",3132b348c2bf36c6f5bbfc8ec064c6dccf1153933d21d5bc47821981cbd4ea8d,
public/design-assets/blank-felt-patches-v1/individual-patches/01-old-macdonald-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,184675,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",f15b866d5fb1501a67ad0da1fe4a0006b5bbcb2c10de324d4ca90a608e32d9ca,
public/design-assets/blank-felt-patches-v1/individual-patches/02-miss-puddles-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,167724,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",824f3476736c02cdc1639af48fc68ca83f5894966e05432164268064aa1b440a,
public/design-assets/blank-felt-patches-v1/individual-patches/02-miss-puddles-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,153941,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",3ecb34661f913c685e720b020466bb136dd8490936b03f1ae957506601c33d10,
public/design-assets/blank-felt-patches-v1/individual-patches/02-miss-puddles-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,189451,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",0adebec640d0e94ebc0d826667de463ad9c538e4e3ba8ec932951c16731097a7,
public/design-assets/blank-felt-patches-v1/individual-patches/03-mr-rusty-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,176437,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",19a3b81b9d5f19c4ca8e4659652c4d17d8ee30ab571ef5d81ac2ca11dda60b8e,
public/design-assets/blank-felt-patches-v1/individual-patches/03-mr-rusty-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,163260,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",06866ec3780232c53ae4c1e514310b708fe6604328d569fd1cefd9087a28920d,
public/design-assets/blank-felt-patches-v1/individual-patches/03-mr-rusty-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,200788,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",46c5744cc943764fa23d26e198a6904567af4d46583f9e17fc233a6677a26035,
public/design-assets/blank-felt-patches-v1/individual-patches/04-miss-hayley-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,159743,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",d900faf74e972a6467a9ac9e87881e1d43843950805f98319e0c617ef7df5bc6,
public/design-assets/blank-felt-patches-v1/individual-patches/04-miss-hayley-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,144466,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",c9b7d11a66bc8410d88521307c6dbb6d1683b86dbbc0eab4b9e8909b6976bddb,
public/design-assets/blank-felt-patches-v1/individual-patches/04-miss-hayley-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,177426,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",f445dc988fae989fada46f8871342c05c0692ebd18da63c6863da29266b6cba2,
public/design-assets/blank-felt-patches-v1/individual-patches/05-mr-sam-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,141755,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",d76e9494ffeeaf482c47a3e66a2f834b661f2f5721754008c644552efa2d5540,
public/design-assets/blank-felt-patches-v1/individual-patches/05-mr-sam-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,125970,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",8e3bd03bf4f9223be2da5126cc86d336d071970cea408662232e090eb7ea5366,
public/design-assets/blank-felt-patches-v1/individual-patches/05-mr-sam-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,153318,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",03b822b867e7ff71b5ee288753ee3c7caae5730eb06c9cf1ba40c528fa43838b,
public/design-assets/blank-felt-patches-v1/individual-patches/06-mr-maisy-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,164630,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",9784f99739f8421e8ba64cf8876c9b005c790870e20181bc77392b5817b1ea58,
public/design-assets/blank-felt-patches-v1/individual-patches/06-mr-maisy-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,150288,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",e5642f8d4c54f9951eb4feb20d4aca02992db7cb95a44f584426e9846bc6eadd,
public/design-assets/blank-felt-patches-v1/individual-patches/06-mr-maisy-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,184625,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",1bbecd47c15c3ce5246fb59d8bb987d0495df7052b1365c217bf949b05aeabda,
public/design-assets/blank-felt-patches-v1/individual-patches/07-mr-puddles-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,165517,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",676df05baa63a62aa9535515d02ccd2bbc603dd9e241620b53c07489fb3f89ea,
public/design-assets/blank-felt-patches-v1/individual-patches/07-mr-puddles-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,152159,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",502c739ec03ec97248481a8cad1182ca917a9cca3aea951980671da0d71df626,
public/design-assets/blank-felt-patches-v1/individual-patches/07-mr-puddles-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,186603,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",76e53d6531ad356762aa31bcf62efda700d18d987c3df5f9aba68cb57be70b7b,
public/design-assets/blank-felt-patches-v1/individual-patches/08-miss-maisy-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,178795,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",c246803702822ac522f36c6fe2e03cd8e61a1533e8a5495522e568a37590971a,
public/design-assets/blank-felt-patches-v1/individual-patches/08-miss-maisy-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,164410,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",7157f598f1cdfd461c7870f6155f1728255eb2ba0e61ca0f6d67d478990c763f,
public/design-assets/blank-felt-patches-v1/individual-patches/08-miss-maisy-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,201943,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",bf36bdcaa05165b5af7e9324e8da8c06709e29b2e507b4f9fc53e08227ec48d1,
public/design-assets/blank-felt-patches-v1/individual-patches/09-hopper-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,174068,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",41b9a1a1fd181a9073f77b90301f8d39158d01244d1dc94b7f482ca5bad5d67e,
public/design-assets/blank-felt-patches-v1/individual-patches/09-hopper-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,160409,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",deb9c2e8ef3395274f35a029495721960f84450b6ddaa4e90d35c9f99a3f3464,
public/design-assets/blank-felt-patches-v1/individual-patches/09-hopper-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,196966,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",d961437271a65641606c5e4451ec8aafb34ef31610a919cdee385b7a99b9fc62,
public/design-assets/blank-felt-patches-v1/individual-patches/10-whiskers-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,154144,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",77610a06bbcee893191ff88d002bd2cb008d26c663e2baf51667f6b13c70514f,
public/design-assets/blank-felt-patches-v1/individual-patches/10-whiskers-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,140005,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",fb753a9a7b8d06309231b60a93f5a73a19e30b444465d4cb067347556760afec,
public/design-assets/blank-felt-patches-v1/individual-patches/10-whiskers-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,170889,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",fd060f5f5c3bf4bdc7a18becbb04cbba721165be078ca720a5084c3f5cd34c01,
public/design-assets/blank-felt-patches-v1/individual-patches/11-scout-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,179818,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",6132434d79f648d0b3fa7719e5f7f979c55e925e59647fe1b4b01391b514963d,
public/design-assets/blank-felt-patches-v1/individual-patches/11-scout-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,165156,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",80caa2c9527689f85098fa5038ba2a7d70474b0f0e7b365ff8f39a516bab40de,
public/design-assets/blank-felt-patches-v1/individual-patches/11-scout-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,203007,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",8d525033bccfbd042b6aa40faef2f7e2917ffca89d932f8a00aba8db6a80d8b0,
public/design-assets/blank-felt-patches-v1/individual-patches/12-penny-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,172038,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",c862bad4a9cd0d219a7cf924865821c154612260e9800ed50f391ed43e2c0c1f,
public/design-assets/blank-felt-patches-v1/individual-patches/12-penny-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,158377,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",f7a7b8bdf0eb34ca29a3fa11a67441404a97d26af3938334f95974977080a822,
public/design-assets/blank-felt-patches-v1/individual-patches/12-penny-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,194561,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",4df3bcf20a04e6dfe11eb2c9985a35c53382a361260d90b70b389e1c76a125d9,
public/design-assets/blank-felt-patches-v1/individual-patches/13-maisy-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,179485,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",ca3cbbb913be0a31dbac9f64c8bb85c57bd0a7ceef121dd3927a015fc88f3878,
public/design-assets/blank-felt-patches-v1/individual-patches/13-maisy-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,165638,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",2e6756b9f6e706e4fb225e1e189692b082a77f7de50bd788166694ba1b4b900f,
public/design-assets/blank-felt-patches-v1/individual-patches/13-maisy-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,204233,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",1e3f05a4c2d5687ab6391b4c1f26e22c9aae272b0fac1984a9c428c7433e7319,
public/design-assets/blank-felt-patches-v1/individual-patches/14-puddles-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,160010,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",55492b537240c9ace12e15493f2cc6ef6767590c3508098b25a425f7c115589e,
public/design-assets/blank-felt-patches-v1/individual-patches/14-puddles-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,145118,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",feff59b6d1f27ab4ebfb422e5163f5d2e449dfacaefb1c727ad12ad61b223455,
public/design-assets/blank-felt-patches-v1/individual-patches/14-puddles-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,178251,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",083bd213c26a070297c63f6d38d3f4bcdc55c71306a3194fed2c74fd011e9cc3,
public/design-assets/blank-felt-patches-v1/individual-patches/15-sam-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,159233,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",337d7385a986f7fe0962b3e6b7630234964c664caa6e5f000770b33a79351a5c,
public/design-assets/blank-felt-patches-v1/individual-patches/15-sam-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,143867,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",59683e55392e203b7c07a3a67c3074195e3211ae2d09466cfab083c524afc2f0,
public/design-assets/blank-felt-patches-v1/individual-patches/15-sam-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,176676,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",38a3dd747a98c51a6a653c021a37d146d77f7e81291e8e6f48e923ba512c0bdf,
public/design-assets/blank-felt-patches-v1/individual-patches/16-rusty-circle.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,172399,True,"[22, 24, 11, 11]",[],"[22, 24, 501, 501]",f66a0326a0ff8a1b28302e865a5e569ead82b49a5b21c7e0b36ffec169ce3798,
public/design-assets/blank-felt-patches-v1/individual-patches/16-rusty-rectangle.png,blank felt patches,felt patch / badge,DO NOT USE,Known clipped blank rectangle export; use an approved replacement only.,PNG,RGBA,512,512,157943,True,"[0, 83, 0, 58]","['left', 'right']","[0, 83, 512, 454]",9b8085eda8d12a6471716df594c19d6fb7bcfec7d8d840cc3be07e198312054d,
public/design-assets/blank-felt-patches-v1/individual-patches/16-rusty-square.png,blank felt patches,felt patch / badge,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,194145,True,"[22, 23, 11, 10]",[],"[22, 23, 501, 502]",38b2fd0a36e9250feb08a9f2cc9735bc76eb30a960ad5061213a0c99d7422f17,
public/design-assets/classroom-fasteners-v1/classroom-fasteners-transparent-sheet.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,1254,1254,1084450,True,"[41, 44, 51, 74]",[],"[41, 44, 1203, 1180]",4aa47f1cedc756b23e3618dfe8a5c193e0b1ab3ef2733c7b3e2c8cf13000af78,
public/design-assets/classroom-fasteners-v1/individual-icons/01-push-pin-rounded.png,classroom fasteners,fastener / attachment cue,USABLE SOURCE,Use only in its documented canonical role.,PNG,RGBA,512,512,58862,True,"[176, 127, 178, 128]",[],"[176, 127, 334, 384]",d7190d543c3db101431f6ae5bd83f2ab7ddd070ad0d6a799575a9dfce282571d,
